Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role,Poss
2022-2023,Iago Aspas,FW,Celta Vigo,es La Liga,es ESP,34,37,31,"2,868",31.9,0.007569721115537848,0.001792828685258964,0.009362549800796812,0.006175298804780876,0.008167330677290835,0.001195219123505976,0.001792828685258964,9.538,0.0,0.0,0.006772908366533864,0.005378486055776893,0.003585657370517928,0.003386454183266932,-0.08,0.00896414342629482,0.14920318725099602,0.046812749003984064,0.018127490039840637,38.7,0.0025896414342629482,0.006772908366533864,19.5,0.004382470119521912,0.12,0.04,0.7669322709163346,0.7151394422310756,0.046812749003984064,0.014342629482071712,0.009362549800796812,51.706,0.19,0.5836653386454183,76.3,9.147410358565736,2.1115537848605577,0.32270916334661354,0.3904382470119522,82.7,0.17171314741035854,0.22111553784860555,77.9,0.05677290836653386,0.08187250996015936,69.5,0.05179282868525896,0.05617529880478087,0.029282868525896413,0.001195219123505976,0.10119521912350597,0.009362549800796812,0.028087649402390436,0.014342629482071712,0.0049800796812749,0.003784860557768924,0.0,0.08804780876494023,0.06872509960159362,0.0049800796812749,0.003187250996015936,0.0049800796812749,0.005577689243027889,0.000597609561752988,0.0049800796812749,0.0049800796812749,0.0,0.0,0.0,0.0,0.0,12.55,6.526000000000001,0.0,6.526000000000001,6.526000000000001,34.638,13.6,15.562000000000001,1.506,0.28,11.044,36.144,0.0,0.9282868525896414,0.06932270916334661,0.40239043824701193,0.4661354581673306,0.09063745019920318,0.035059760956175294,39.3,44.6,0.643426294820717,3.193227091633466,0.049999999999999996,1.4800796812749002,0.036254980079681275,0.018725099601593624,81.826,72.288,0.749003984063745,0.14920318725099602,25.1,92.87,19.076,0.0,0.0,0.0,162.14600000000002,48.694,70.782,40.8,Inside Forward,50.2
2022-2023,Álvaro djaló,"FW,MF",Braga,pr Primeira Liga,es ESP,22,24,2,638,7.1,0.005156537753222837,0.010313075506445673,0.01565377532228361,0.005156537753222837,0.01565377532228361,0.0,0.0,53.757,7.602,7.602,0.004604051565377533,0.004604051565377533,0.005156537753222837,0.0031307550644567223,0.28,0.00994475138121547,0.19152854511970535,0.06998158379373849,0.023388581952117866,33.3,0.0012891344383057092,0.004051565377532229,19.06,0.0,0.07,0.03,0.5267034990791898,0.5064456721915286,0.020810313075506445,0.0,0.0077348066298342545,84.16499999999999,0.0,0.3370165745856354,64.0,5.3425414364640895,1.9226519337016577,0.17642725598526704,0.2430939226519337,72.3,0.11675874769797422,0.16077348066298344,72.6,0.031123388581952117,0.06740331491712707,46.2,0.03885819521178637,0.03885819521178637,0.025966850828729283,0.0077348066298342545,0.057090239410681407,0.01289134438305709,0.05451197053406998,0.005156537753222837,0.005156537753222837,0.0,0.0,0.08563535911602212,0.059668508287292824,0.0,0.018232044198895028,0.005156537753222837,0.0025782688766114183,0.0,0.01565377532228361,0.01565377532228361,0.0,0.0,0.0,0.0,0.0,114.573,53.757,53.757,30.408,30.408,198.738,19.2,84.16499999999999,0.0,1.55,38.01,76.56299999999999,0.0,0.9226519337016575,0.1453038674033149,0.3093922651933702,0.48250460405156537,0.12449355432780847,0.11933701657458565,39.1,58.7,0.5451197053406999,3.5248618784530388,0.07255985267034991,1.7734806629834254,0.04401473296500921,0.03885819521178637,244.89299999999997,122.175,0.570902394106814,0.19152854511970535,198.738,84.16499999999999,15.204,0.0,0.0,0.0,359.466,129.777,183.534,41.5,,54.3
2022-2023,Luca Everink,"DF,FW",Twente,nl Eredivisie,nl NED,21,3,0,56,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08650519031141869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008650519031142,0.8356401384083045,0.17301038062283738,0.0,0.0,96.526,0.0,0.6920415224913495,68.6,11.44809688581315,1.9896193771626298,0.34602076124567477,0.4619377162629758,75.0,0.3166089965397924,0.4031141868512111,78.6,0.02889273356401384,0.11539792387543253,25.0,0.02889273356401384,0.057612456747404846,0.0,0.0,0.0,0.0,0.057612456747404846,0.0,0.0,0.0,0.0,0.057612456747404846,0.057612456747404846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.474,385.52599999999995,385.52599999999995,0.0,96.526,385.52599999999995,75.0,192.474,0.0,3.33,0.0,289.0,0.0,1.4705882352941178,0.6626297577854671,0.3166089965397924,0.4896193771626298,0.0,0.02889273356401384,0.0,100.0,0.5761245674740484,1.124567474048443,0.0,0.2889273356401384,0.0,0.0,96.526,96.526,0.6055363321799309,0.08650519031141869,385.52599999999995,0.0,0.0,0.0,96.526,0.0,192.474,96.526,289.0,25.0,Wing-Back,57.8
2022-2023,Jurgen Ekkelenkamp,MF,Antwerp,bl Pro League,nl NED,22,27,22,"1,876",20.8,0.0042780748663101605,0.006060606060606061,0.01033868092691622,0.0042780748663101605,0.01033868092691622,0.0,0.0,10.659,0.0,0.0,0.004634581105169341,0.004634581105169341,0.00267379679144385,0.0017825311942959003,0.18,0.0074866310160427805,0.09001782531194295,0.03939393939393939,0.008556149732620321,21.7,0.00196078431372549,0.008912655971479501,16.0,0.00516934046345811,0.12,-0.02,0.5579322638146168,0.5204991087344029,0.034224598930481284,0.01622103386809269,0.0024955436720142605,46.001999999999995,0.14,0.44206773618538325,79.1,7.322638146167558,2.0463458110516934,0.2067736185383244,0.2549019607843137,81.1,0.17647058823529413,0.20320855614973263,86.6,0.03939393939393939,0.064349376114082,61.3,0.022281639928698752,0.041176470588235294,0.02049910873440285,0.0017825311942959003,0.07967914438502673,0.0017825311942959003,0.0213903743315508,0.01550802139037433,0.0042780748663101605,0.00516934046345811,0.0008912655971479501,0.04367201426024955,0.034224598930481284,0.0017825311942959003,0.0008912655971479501,0.00516934046345811,0.0008912655971479501,0.0008912655971479501,0.006773618538324421,0.00516934046345811,0.0,0.0,0.0008912655971479501,0.0008912655971479501,0.0,86.394,62.27100000000001,7.854000000000001,46.001999999999995,32.538,64.515,33.3,48.807,7.854000000000001,0.72,29.733,24.123,0.0,0.7379679144385026,0.08306595365418895,0.3903743315508021,0.2727272727272727,0.06345811051693405,0.024777183600713012,34.5,48.3,0.5472370766488414,2.807486631016043,0.023172905525846704,1.0053475935828877,0.02655971479500891,0.007664884135472371,116.127,80.784,0.5169340463458111,0.09001782531194295,46.001999999999995,64.515,7.854000000000001,2.805,0.0,0.0,242.913,40.392,86.394,31.9,Central Midfielder,56.1
2022-2023,Oliver Cooper,"MF,FW",Swansea City,en EFL Championship,wls WAL,22,41,24,"2,301",25.6,0.003154574132492114,0.0012618296529968455,0.004258675078864353,0.003154574132492114,0.004258675078864353,0.0,0.0,14.582,0.0,0.0,0.002681388012618297,0.002681388012618297,0.0012618296529968455,0.0012618296529968455,-0.0,0.003943217665615142,0.09794952681388013,0.023974763406940065,0.007413249211356466,30.8,0.002050473186119874,0.006624605678233439,16.9,0.0,0.11,0.03,0.5220820189274449,0.4826498422712934,0.03753943217665615,0.005520504731861198,0.003154574132492114,81.786,0.12,0.43690851735015773,83.8,5.809148264984228,0.9132492113564669,0.2917981072555205,0.31545741324921134,92.6,0.1195583596214511,0.14116719242902206,84.7,0.011041009463722396,0.024605678233438486,45.0,0.015457413249211356,0.03138801261829653,0.01167192429022082,0.0,0.0498422712933754,0.0006309148264984228,0.012933753943217665,0.0006309148264984228,0.0006309148264984228,0.0,0.0,0.04258675078864354,0.0332807570977918,0.0,0.0012618296529968455,0.004258675078864353,0.003154574132492114,0.0006309148264984228,0.004258675078864353,0.004258675078864353,0.0,0.0,0.0,0.0,0.0,161.036,89.39399999999999,49.452,74.178,37.406,96.368,41.0,93.832,7.608,1.37,29.798,49.452,0.0,0.719242902208202,0.10410094637223974,0.332807570977918,0.2902208201892744,0.046214511041009466,0.036908517350157724,36.7,41.7,0.45899053627760256,3.2618296529968456,0.05914826498422713,1.5394321766561514,0.05047318611987382,0.012933753943217665,133.774,91.92999999999999,0.5157728706624606,0.09794952681388013,84.322,161.036,7.608,0.0,0.0,0.0,232.678,12.68,34.870000000000005,26.3,Inverted Winger,63.4
2022-2023,Kristjan Asllani,MF,Inter,it Serie A,al ALB,20,20,5,592,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71,0.0,0.0,0.0014362657091561938,0.0014362657091561938,0.0025134649910233393,0.0026929982046678632,-0.14,0.004129263913824057,0.016337522441651705,0.029982046678635545,0.0,0.0,0.0,0.0,27.0,0.0053859964093357264,0.05,-0.08,1.2423698384201076,1.1579892280071813,0.08168761220825851,0.03536804308797127,0.0026929982046678632,33.977000000000004,0.15,1.0933572710951525,88.0,20.5475763016158,5.518850987432675,0.5116696588868941,0.5224416517055656,97.9,0.40215439856373425,0.43806104129263906,91.9,0.1658886894075404,0.25314183123877915,65.6,0.029982046678635545,0.07342908438061041,0.016337522441651705,0.0026929982046678632,0.07881508078994613,0.013644524236983842,0.05709156193895871,0.04344703770197486,0.013644524236983842,0.024416517055655295,0.0,0.05978456014362657,0.029982046678635545,0.024416517055655295,0.0026929982046678632,0.0,0.0026929982046678632,0.0,0.0026929982046678632,0.0026929982046678632,0.0,0.0,0.0,0.0,0.0,93.019,42.332,8.355,67.397,16.71,84.664,70.0,25.065,8.355,0.3,50.687000000000005,33.977000000000004,0.0,1.378815080789946,0.31238779174147213,0.8402154398563734,0.23698384201077197,0.0053859964093357264,0.013644524236983842,40.0,60.0,0.9012567324955116,4.319569120287253,0.016337522441651705,1.7253141831238776,0.024416517055655295,0.0026929982046678632,25.065,16.71,1.0574506283662477,0.016337522441651705,42.332,59.04200000000001,0.0,0.0,0.0,0.0,312.47700000000003,0.0,33.977000000000004,0.0,Central Midfielder,55.7
2022-2023,Ousmane Diomande,DF,Sporting CP,pr Primeira Liga,ci CIV,18,13,11,885,9.8,0.001584786053882726,0.0,0.001584786053882726,0.001584786053882726,0.001584786053882726,0.0,0.0,19.561,0.0,0.0,0.0012678288431061807,0.0012678288431061807,0.0001584786053882726,0.0004754358161648177,-0.01,0.0012678288431061807,0.011251980982567352,0.01774960380348653,0.003169572107765452,18.02,0.001426307448494453,0.00792393026941363,19.1,0.0,0.07,0.02,1.4294770206022187,1.3993660855784469,0.027416798732171156,0.02583201267828843,0.003169572107765452,19.561,0.2,1.2916006339144215,90.4,0.01664025356576862,7.369255150554675,0.5039619651347068,0.537242472266244,94.0,0.676703645007924,0.7194928684627575,93.9,0.10665610142630745,0.1519809825673534,70.2,0.003169572107765452,0.13106180665610143,0.008082408874801902,0.0,0.10031695721077655,0.008082408874801902,0.001584786053882726,0.0,0.0,0.0,0.0,0.01774960380348653,0.01774960380348653,0.0,0.0,0.0,0.0,0.0,0.003169572107765452,0.003169572107765452,0.0,0.0,0.0,0.0,0.0,141.34400000000002,83.923,76.982,64.36200000000001,0.0,122.414,52.6,38.491,25.871,0.2,70.67200000000001,154.59500000000003,19.561,1.570522979397781,0.5562599049128367,0.9001584786053882,0.12614896988906496,0.014580031695721078,0.01299524564183835,75.0,25.0,1.076069730586371,5.786053882725832,0.027416798732171156,3.6735340729001584,0.03549920760697306,0.0,32.181000000000004,12.620000000000001,1.2614896988906497,0.011251980982567352,90.233,19.561,0.0,0.0,0.0,0.0,335.061,83.923,109.163,43.3,Central Defender,63.1
2022-2023,Doğan Erdoğan,"MF,DF",Fortuna Sittard,nl Eredivisie,tr TUR,25,27,19,"1,695",18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.261,2.205,4.851,0.0,0.0,0.0009070294784580498,0.0013605442176870747,-0.04,0.0009070294784580498,0.02766439909297052,0.002494331065759637,0.0,0.0,0.0,0.0,28.8,0.0,0.02,0.0,0.9682539682539683,0.909297052154195,0.051927437641723355,0.013378684807256234,0.0011337868480725624,18.963,0.37,0.7233560090702947,74.6,13.45578231292517,5.052154195011338,0.31972789115646255,0.38095238095238093,84.2,0.2766439909297052,0.36281179138321995,76.4,0.10249433106575963,0.17482993197278912,58.6,0.013378684807256234,0.08072562358276644,0.014512471655328797,0.0036281179138321993,0.1,0.01564625850340136,0.016780045351473923,0.0,0.0,0.0,0.0,0.025396825396825397,0.025396825396825397,0.0,0.0,0.0,0.0,0.0,0.0011337868480725624,0.0011337868480725624,0.0,0.0,0.0,0.0,0.0,86.877,58.653000000000006,53.802,28.224,4.851,70.56,46.7,32.634,7.056,0.59,39.690000000000005,93.93299999999999,0.0,1.1678004535147393,0.3650793650793651,0.6417233560090703,0.17256235827664398,0.0036281179138321993,0.03015873015873016,68.0,24.0,0.5600907029478458,2.7052154195011338,0.012018140589569161,1.3310657596371882,0.006122448979591837,0.0,46.746,39.690000000000005,0.63718820861678,0.02766439909297052,39.690000000000005,37.485,0.0,0.0,0.0,0.0,281.358,46.746,35.28,57.1,Ball Winning Midfielder,44.1
2022-2023,Dennis Eckert,FW,Union SG,bl Pro League,de GER,25,8,1,204,2.3,0.016893203883495144,0.008349514563106796,0.025242718446601944,0.008349514563106796,0.0170873786407767,0.008349514563106796,0.008349514563106796,0.0,0.0,0.0,0.01611650485436893,0.009320388349514562,0.0017475728155339806,0.0025242718446601945,0.35,0.011067961165048542,0.14349514563106797,0.059029126213592235,0.016893203883495144,28.6,0.002718446601941748,0.009708737864077669,13.9,0.0,0.16,-0.04,0.42834951456310677,0.3883495145631068,0.04213592233009709,0.0,0.0,0.0,0.43,0.26990291262135924,61.5,3.6058252427184465,0.658252427184466,0.16893203883495145,0.2524271844660194,66.7,0.050679611650485436,0.1266019417475728,40.0,0.016893203883495144,0.016893203883495144,100.0,0.016893203883495144,0.025242718446601944,0.008349514563106796,0.0,0.03378640776699029,0.0,0.016893203883495144,0.0,0.0,0.0,0.0,0.03378640776699029,0.025242718446601944,0.0,0.0,0.0,0.008349514563106796,0.0,0.016893203883495144,0.016893203883495144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.145,0.0,22.145,22.145,0.0,0.0,22.145,0.0,0.6660194174757281,0.04213592233009709,0.2621359223300971,0.3631067961165048,0.1858252427184466,0.008349514563106796,0.0,100.0,0.47184466019417476,3.596116504854369,0.059029126213592235,1.6368932038834951,0.016893203883495144,0.04213592233009709,134.415,134.415,0.5067961165048543,0.14349514563106797,44.805,66.95,22.145,0.0,0.0,0.0,179.22,134.415,89.61,60.0,Poacher,51.5
2022-2023,Jake Cooper,DF,Millwall,en EFL Championship,eng ENG,27,46,45,"3,992",44.4,0.0015350877192982456,0.0015350877192982456,0.0030701754385964912,0.0015350877192982456,0.0030701754385964912,0.0,0.0,13.224,0.0,0.0,0.0013157894736842105,0.0013157894736842105,0.0013157894736842105,0.0010964912280701754,0.0,0.002631578947368421,0.011403508771929825,0.018859649122807017,0.005482456140350877,28.9,0.0017543859649122807,0.0059210526315789476,12.5,0.0,0.07,0.01,0.850877192982456,0.8333333333333333,0.016228070175438595,0.007456140350877194,0.0015350877192982456,7.296,0.11,0.6074561403508771,71.4,13.074561403508772,5.203947368421053,0.16951754385964912,0.22807017543859648,74.4,0.3333333333333333,0.40350877192982454,82.2,0.09824561403508772,0.18771929824561404,52.4,0.012938596491228069,0.04057017543859649,0.008991228070175437,0.0004385964912280702,0.0543859649122807,0.015350877192982455,0.0035087719298245615,0.0004385964912280702,0.0004385964912280702,0.0,0.0,0.02324561403508772,0.01929824561403509,0.0,0.0,0.0035087719298245615,0.0004385964912280702,0.0,0.001973684210526316,0.001973684210526316,0.0,0.0,0.0,0.0,0.0,36.93600000000001,20.52,24.624000000000002,12.312000000000001,0.0,37.848,59.5,55.632,31.919999999999998,0.52,57.456,151.848,0.0,1.0570175438596492,0.513157894736842,0.4342105263157895,0.11557017543859648,0.05986842105263158,0.0004385964912280702,0.0,0.0,0.4320175438596491,2.4166666666666665,0.0059210526315789476,1.3596491228070176,0.005482456140350877,0.0,20.52,3.1920000000000006,0.5592105263157895,0.011403508771929825,58.368,18.695999999999998,3.1920000000000006,0.0,2.2800000000000002,0.0,210.67200000000003,231.192,113.08800000000001,67.2,Central Defender,45.6
2022-2023,Fisnik Asllani,FW,Hoffenheim,de Bundesliga,xk KVX,19,8,0,167,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018426501035196687,0.018426501035196687,0.0022774327122153212,0.0010351966873706005,-0.11,0.019668737060041408,0.2070393374741201,0.09813664596273293,0.0,0.0,0.0,0.0,11.1,0.0,0.19,-0.89,0.6873706004140788,0.6749482401656315,0.010973084886128366,0.0,0.0,101.91299999999998,0.0,0.4037267080745342,58.7,4.184265010351967,0.6749482401656315,0.30434782608695654,0.4679089026915114,65.1,0.05445134575569358,0.0761904761904762,71.4,0.0,0.0,0.0,0.032712215320910974,0.010973084886128366,0.0,0.0,0.010973084886128366,0.0,0.032712215320910974,0.0,0.0,0.0,0.0,0.08716356107660456,0.06542443064182195,0.0,0.0,0.0,0.010973084886128366,0.010973084886128366,0.010973084886128366,0.010973084886128366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.91299999999998,0.0,50.714999999999996,0.0,1.05,76.314,76.314,0.0,1.0351966873706004,0.08716356107660456,0.391304347826087,0.577639751552795,0.1743271221532091,0.032712215320910974,33.3,66.7,0.6107660455486543,1.9834368530020705,0.04368530020703934,1.122153209109731,0.032712215320910974,0.032712215320910974,177.744,50.714999999999996,0.8178053830227744,0.2070393374741201,72.44999999999999,76.314,50.714999999999996,0.0,0.0,0.0,101.91299999999998,152.628,177.744,46.2,Advanced Forward,48.3
2022-2023,Lamine Diaby,MF,Portimonense,pr Primeira Liga,fr FRA,25,25,15,"1,411",15.7,0.001226993865030675,0.0,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.0,0.0,12.225,0.0,0.0,0.0016359918200408998,0.0016359918200408998,0.0006134969325153375,0.00040899795501022495,-0.03,0.002044989775051125,0.015541922290388548,0.022085889570552148,0.005112474437627812,23.5,0.001226993865030675,0.005112474437627812,18.1,0.0,0.07,-0.01,0.7198364008179959,0.6952965235173825,0.023517382413087932,0.0196319018404908,0.0,40.586999999999996,0.06,0.591002044989775,82.1,11.443762781186095,3.1513292433537834,0.21063394683026587,0.2474437627811861,84.7,0.3026584867075665,0.33537832310838445,90.3,0.06768916155419223,0.09386503067484663,72.2,0.009202453987730062,0.056032719836400825,0.003885480572597137,0.0,0.06646216768916155,0.003885480572597137,0.006543967280163599,0.0,0.0,0.0,0.0,0.025971370143149285,0.01820040899795501,0.0,0.0026584867075664623,0.003885480572597137,0.0,0.001226993865030675,0.0026584867075664623,0.0026584867075664623,0.0,0.0,0.0,0.0,0.0,102.69,52.812000000000005,49.878,43.521,9.291,71.39399999999999,47.8,49.878,18.582,0.64,65.526,143.27700000000002,6.357,0.9918200408997956,0.3071574642126789,0.5725971370143149,0.13149284253578733,0.020858895705521473,0.04948875255623722,71.1,21.1,0.5255623721881391,2.441717791411043,0.015541922290388548,1.0347648261758693,0.009202453987730062,0.003885480572597137,93.39899999999999,56.23499999999999,0.5787321063394684,0.015541922290388548,106.113,68.46,9.291,0.0,2.9339999999999997,0.0,355.01399999999995,124.695,71.39399999999999,63.5,,48.9
2022-2023,Mario Engels,"FW,DF",Sparta R'dam,nl Eredivisie,de GER,28,9,0,52,0.6,0.0348643006263048,0.0348643006263048,0.06951983298538622,0.0348643006263048,0.0722338204592902,0.0,0.0,79.993,0.0,0.0,0.006889352818371608,0.006889352818371608,0.010438413361169102,0.010438413361169102,1.17,0.020876826722338204,0.24425887265135698,0.0348643006263048,0.0348643006263048,100.0,0.020876826722338204,0.020876826722338204,10.3,0.0,0.25,1.33,0.4864300626304802,0.453027139874739,0.0348643006263048,0.0,0.0,0.0,0.0,0.348643006263048,71.4,3.966597077244259,0.9039665970772442,0.24425887265135698,0.31315240083507306,77.8,0.06951983298538622,0.10438413361169102,66.7,0.0,0.0348643006263048,0.0,0.06951983298538622,0.0,0.0348643006263048,0.0348643006263048,0.0,0.0,0.10438413361169102,0.0,0.0,0.0,0.0,0.10438413361169102,0.06951983298538622,0.0,0.0,0.0,0.0348643006263048,0.0,0.06951983298538622,0.0348643006263048,0.0,0.0,0.0,0.0348643006263048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.5,0.0,5.0,0.0,0.0,0.0,1.0793319415448852,0.0,0.20876826722338204,0.8705636743215032,0.4175365344467641,0.17390396659707724,40.0,40.0,0.6617954070981211,3.51356993736952,0.06951983298538622,1.4258872651356993,0.0,0.10438413361169102,479.0,399.007,0.6617954070981211,0.24425887265135698,159.507,79.993,79.993,0.0,0.0,0.0,159.507,0.0,159.507,0.0,Inverted Winger,47.9
2022-2023,Aron Dønnum,"DF,MF",Standard Liège,bl Pro League,no NOR,24,33,32,"2,511",27.9,0.002152641878669276,0.003522504892367906,0.005675146771037182,0.002152641878669276,0.005675146771037182,0.0,0.0,7.154000000000001,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.005283757338551859,0.005675146771037182,-0.09,0.007436399217221135,0.14657534246575343,0.01898238747553816,0.005675146771037182,29.6,0.002152641878669276,0.007436399217221135,15.2,0.0007827788649706458,0.11,0.0,0.9001956947162426,0.6888454011741684,0.20743639921722112,0.020352250489236792,0.004305283757338552,87.892,0.14,0.6223091976516634,69.1,10.978473581213306,3.9706457925636007,0.2896281800391389,0.3659491193737769,79.1,0.2583170254403131,0.3385518590998043,76.2,0.06027397260273973,0.15440313111545986,39.1,0.038551859099804305,0.039334637964774946,0.025244618395303328,0.004305283757338552,0.06868884540117416,0.016046966731898236,0.10176125244618395,0.0547945205479452,0.047749510763209393,0.003522504892367906,0.0,0.06673189823874756,0.04344422700587085,0.01330724070450098,0.005675146771037182,0.0007827788649706458,0.003522504892367906,0.0,0.0062622309197651665,0.0027397260273972603,0.0013698630136986301,0.0013698630136986301,0.0,0.0007827788649706458,0.0,78.694,49.567,41.902,25.55,11.242,65.919,58.3,38.325,3.5770000000000004,0.68,47.523,53.144000000000005,0.0,1.1232876712328768,0.2446183953033268,0.4383561643835616,0.4657534246575342,0.0547945205479452,0.0933463796477495,41.4,48.9,0.7279843444227007,5.424657534246575,0.08199608610567516,2.7925636007827785,0.05968688845401174,0.019569471624266144,93.513,73.073,0.6634050880626222,0.14657534246575343,43.946,89.936,5.621,2.044,0.0,0.0,307.622,21.973,19.929000000000002,52.2,Inverted Winger,51.1
2022-2023,Tommy Conway,"FW,MF",Bristol City,en EFL Championship,sct SCO,19,34,25,"1,901",21.1,0.008669354838709677,0.0028225806451612906,0.011491935483870966,0.008669354838709677,0.011491935483870966,0.0,0.0,2.4800000000000004,0.0,0.0,0.005846774193548386,0.005846774193548386,0.002620967741935484,0.002217741935483871,0.01,0.00846774193548387,0.11471774193548387,0.03830645161290322,0.01915322580645161,50.0,0.004637096774193548,0.009072580645161291,12.9,0.0,0.15,0.14,0.3407258064516129,0.32661290322580644,0.014314516129032256,0.0,0.0010080645161290322,16.368000000000002,0.0,0.2661290322580645,77.9,3.4879032258064515,0.5564516129032259,0.1528225806451613,0.18245967741935484,83.8,0.07923387096774194,0.09939516129032257,79.8,0.007661290322580645,0.016330645161290323,47.1,0.014314516129032256,0.014314516129032256,0.013306451612903227,0.0028225806451612906,0.03245967741935484,0.001814516129032258,0.016330645161290323,0.0,0.0,0.0,0.0,0.040120967741935486,0.027620967741935485,0.0,0.001814516129032258,0.0038306451612903224,0.005645161290322581,0.0010080645161290322,0.004838709677419354,0.0038306451612903224,0.0,0.0,0.0,0.0010080645161290322,0.0,42.16,28.272,6.944000000000001,25.792,9.424000000000001,28.272,58.3,37.696000000000005,4.4639999999999995,0.66,6.944000000000001,21.328,0.0,0.5201612903225806,0.04677419354838709,0.1786290322580645,0.3004032258064516,0.07923387096774194,0.021975806451612904,39.1,52.2,0.29838709677419356,1.9012096774193548,0.036290322580645164,0.8548387096774193,0.017137096774193547,0.02298387096774193,101.18400000000001,65.968,0.3850806451612903,0.11471774193548387,58.528,70.432,18.848000000000003,0.0,0.0,0.0,117.552,37.696000000000005,126.97600000000001,22.9,Advanced Forward,49.6
