Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role,Poss
2022-2023,Théo Trinker,MF,Nice,fr Ligue 1,fr FRA,21,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Advanced Playmaker,51.5
2022-2023,Christopher Trimmel,DF,Union Berlin,de Bundesliga,at AUT,35,25,20,"1,811",20.1,0.0,0.006849315068493151,0.006849315068493151,0.0,0.006849315068493151,0.0,0.0,2.19,0.0,0.0,0.0006849315068493151,0.0006849315068493151,0.0036529680365296807,0.0036529680365296807,0.14,0.004566210045662101,0.0908675799086758,0.01598173515981735,0.0034246575342465756,21.4,0.0,0.0,17.8,0.0011415525114155253,0.05,-0.03,1.180365296803653,0.773972602739726,0.39497716894977175,0.05799086757990868,0.0,56.501999999999995,0.5,0.7374429223744292,62.4,13.166666666666668,5.721461187214612,0.33333333333333337,0.3972602739726027,83.7,0.2990867579908676,0.4109589041095891,72.9,0.08515981735159818,0.29680365296803657,28.6,0.03972602739726028,0.060273972602739735,0.029452054794520552,0.020547945205479454,0.07374429223744293,0.0011415525114155253,0.20456621004566214,0.0908675799086758,0.0408675799086758,0.04200913242009133,0.0,0.06712328767123288,0.03515981735159818,0.029452054794520552,0.0011415525114155253,0.0,0.0011415525114155253,0.0,0.007990867579908675,0.0,0.007990867579908675,0.0,0.0,0.0,0.0,67.452,35.04,35.04,26.279999999999998,6.569999999999999,67.452,64.5,30.659999999999997,2.19,0.65,54.312,104.682,0.0,1.3515981735159819,0.36757990867579915,0.5342465753424658,0.45890410958904115,0.031735159817351595,0.018264840182648404,50.0,31.3,0.5136986301369864,2.611872146118722,0.03858447488584475,1.2990867579908676,0.013698630136986302,0.009132420091324202,26.279999999999998,17.52,0.591324200913242,0.0908675799086758,37.23,15.329999999999998,2.19,0.0,2.19,0.0,233.016,49.931999999999995,41.60999999999999,54.8,Full-Back,43.8
2022-2023,Manu Trigueros,MF,Villarreal,es La Liga,es ESP,30,23,8,828,9.2,0.0,0.0019332161687170475,0.0019332161687170475,0.0,0.0019332161687170475,0.0,0.0,12.517999999999999,0.0,6.2589999999999995,0.00070298769771529,0.00070298769771529,0.00210896309314587,0.00140597539543058,-0.01,0.00281195079086116,0.04200351493848858,0.015289982425307557,0.003866432337434095,25.0,0.0,0.0,24.4,0.0019332161687170475,0.05,-0.04,1.0193321616871704,0.9912126537785588,0.02671353251318102,0.019156414762741655,0.0019332161687170475,43.244,0.11,0.9068541300527241,89.0,13.200351493848858,3.806678383128295,0.51493848857645,0.5500878734622144,93.8,0.2952548330404218,0.3339191564147628,88.6,0.047803163444639724,0.06678383128295255,71.4,0.019156414762741655,0.13181019332161686,0.022847100175746926,0.0019332161687170475,0.14516695957820738,0.0019332161687170475,0.007557117750439367,0.003866432337434095,0.0019332161687170475,0.0,0.0,0.03251318101933216,0.030579964850615114,0.0,0.0,0.0,0.0019332161687170475,0.0,0.003866432337434095,0.003866432337434095,0.0,0.0,0.0,0.0,0.0,123.473,86.488,55.762,30.726000000000003,36.985,135.991,40.9,55.762,12.517999999999999,0.76,30.726000000000003,24.467,0.0,1.1441124780316343,0.14516695957820738,0.6766256590509666,0.3304042179261863,0.01335676625659051,0.009490333919156416,40.0,60.0,0.70298769771529,2.7311072056239016,0.022847100175746926,1.2161687170474518,0.019156414762741655,0.0,43.244,55.762,0.929701230228471,0.04200351493848858,80.229,62.021,6.2589999999999995,0.0,0.0,0.0,204.271,36.985,80.229,31.6,Advanced Playmaker,56.9
2022-2023,Óscar Trejo,"MF,FW",Rayo Vallecano,es La Liga,ar ARG,34,34,28,"2,145",23.8,0.0025390625,0.0033203125,0.005664062499999999,0.0015624999999999999,0.0048828125,0.0007812499999999999,0.0015624999999999999,19.456000000000003,0.0,0.0,0.0027343750000000003,0.0015624999999999999,0.0027343750000000003,0.00234375,0.03,0.004101562499999999,0.09023437499999999,0.0189453125,0.0048828125,26.1,0.0017578124999999998,0.0064453125,18.6,0.0,0.08,0.01,0.82421875,0.7675781249999999,0.055859374999999996,0.01796875,0.005664062499999999,53.760000000000005,0.04,0.666015625,80.7,9.125,2.498046875,0.40820312499999994,0.45703124999999994,89.1,0.19121093749999998,0.232421875,82.3,0.0294921875,0.05664062499999999,52.2,0.035351562499999996,0.087890625,0.0189453125,0.0015624999999999999,0.10097656249999999,0.0033203125,0.0287109375,0.01484375,0.007421875,0.0015624999999999999,0.0,0.0845703125,0.0640625,0.004101562499999999,0.006640625,0.0025390625,0.004101562499999999,0.0033203125,0.008203124999999999,0.007421875,0.0007812499999999999,0.0,0.0,0.0,0.0,103.424,68.608,25.6,49.664,28.160000000000004,94.72000000000001,20.5,66.56,6.656000000000001,1.18,17.408,17.408,2.048,1.09765625,0.0984375,0.5703125,0.451171875,0.059179687499999994,0.09687499999999999,48.3,36.4,0.685546875,3.7734374999999996,0.0458984375,1.64453125,0.048437499999999994,0.0107421875,141.824,198.144,0.8164062499999999,0.09023437499999999,165.88800000000003,139.776,10.752,0.0,0.0,0.0,299.008,23.552000000000003,77.31200000000001,23.4,,51.2
2022-2023,Mark Travers,GK,Bournemouth,eng Premier League,ie IRL,23,12,11,"1,035",11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7920792079207921,0.46039603960396047,0.3316831683168317,0.07524752475247524,0.0,0.0,0.0,0.6039603960396039,76.4,17.138613861386137,12.17079207920792,0.20866336633663365,0.20866336633663365,100.0,0.21732673267326733,0.21955445544554456,99.0,0.17648514851485148,0.3613861386138614,48.8,0.0,0.010643564356435644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6359999999999997,0.0,0.09,0.0,21.008,0.0,0.8663366336633663,0.8638613861386139,0.0022277227722772275,0.0,0.0,0.0,0.0,0.0,0.3910891089108911,1.9034653465346536,0.0,0.9826732673267328,0.0,0.0,0.0,0.0,0.3118811881188119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.008,14.139999999999999,0.0,100.0,Goalkeeper,40.4
2022-2023,Kevin Trapp,GK,Eint Frankfurt,de Bundesliga,de GER,32,33,33,"2,97",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5085066162570888,0.34782608695652173,0.15803402646502834,0.032703213610586014,0.0,0.0,0.15,0.3534971644612476,69.4,8.848771266540643,5.767485822306239,0.07618147448015124,0.07674858223062381,99.3,0.18733459357277885,0.19092627599243855,98.5,0.08657844990548204,0.23629489603024575,36.7,0.0,0.005103969754253309,0.0,0.0,0.0,0.002835538752362949,0.0,0.0,0.0,0.0,0.0,0.0017013232514177694,0.0017013232514177694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587,1.587,1.587,0.0,0.0,3.174,0.0,3.174,0.0,0.06,0.0,15.87,0.0,0.5482041587901701,0.5444234404536862,0.003402646502835539,0.0,0.0,0.0,0.0,0.0,0.28166351606805295,1.2930056710775049,0.0,0.7580340264650284,0.0,0.0,0.0,0.0,0.2381852551984877,0.0,0.0,6.348,0.0,0.0,0.0,0.0,59.248000000000005,6.348,0.0,100.0,Sweeper Keeper,52.9
2022-2023,Hamari Traoré,DF,Rennes,fr Ligue 1,ml MLI,30,31,28,"2,528",28.1,0.0007220216606498196,0.0025270758122743686,0.0032490974729241875,0.0007220216606498196,0.0032490974729241875,0.0,0.0,9.972,0.0,0.0,0.0012635379061371843,0.0012635379061371843,0.0016245487364620937,0.0023465703971119133,0.05,0.0028880866425992783,0.10415162454873646,0.019314079422382672,0.0057761732851985565,30.0,0.0005415162454873646,0.0019855595667870036,15.5,0.0,0.06,-0.03,1.1732851985559567,1.0433212996389891,0.12851985559566786,0.016787003610108306,0.0025270758122743686,55.4,0.07,0.9891696750902527,84.4,17.462093862815884,5.285198555956679,0.40613718411552346,0.4548736462093863,89.3,0.48736462093862815,0.5577617328519856,87.4,0.0796028880866426,0.12454873646209387,63.9,0.01407942238267148,0.0848375451263538,0.02184115523465704,0.008303249097472924,0.10216606498194947,0.006498194945848375,0.0404332129963899,0.0,0.0,0.0,0.0,0.041155234657039706,0.03664259927797834,0.0,0.0007220216606498196,0.0032490974729241875,0.0,0.0007220216606498196,0.00703971119133574,0.006498194945848375,0.0,0.0007220216606498196,0.0,0.0,0.0,94.734,63.15599999999999,51.522,29.362000000000002,13.85,102.49000000000001,53.8,64.818,13.85,0.93,74.79,126.31199999999998,0.0,1.3375451263537905,0.2743682310469314,0.7256317689530687,0.3447653429602888,0.041155234657039706,0.011552346570397113,50.0,50.0,0.9711191335740071,4.915162454873647,0.03537906137184116,2.193140794223827,0.0404332129963899,0.005054151624548737,51.522,17.728,0.8989169675090253,0.10415162454873646,64.818,11.633999999999999,6.094,0.0,3.878,0.0,305.808,64.818,67.03399999999999,49.3,Wing-Back,55.4
2022-2023,Charles Traore,DF,Nantes,fr Ligue 1,ml MLI,30,12,6,482,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.983,0.0,0.0,0.0,0.0,0.00196078431372549,0.001525054466230937,-0.09,0.00196078431372549,0.03224400871459695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651416122004357,0.7254901960784313,0.23747276688453162,0.024183006535947717,0.0,50.949000000000005,0.0,0.7298474945533769,75.7,13.601307189542483,5.758169934640524,0.27450980392156865,0.32679738562091504,84.0,0.33986928104575165,0.43137254901960786,78.5,0.08474945533769064,0.1533769063180828,55.3,0.008061002178649237,0.07254901960784314,0.016122004357298474,0.008061002178649237,0.044444444444444446,0.0,0.024183006535947717,0.0,0.0,0.0,0.0,0.012200435729847496,0.012200435729847496,0.0,0.0,0.0,0.0,0.0,0.004139433551198257,0.004139433551198257,0.0,0.0,0.0,0.0,0.0,67.932,42.687,42.687,16.983,8.721,59.67,71.4,76.65299999999999,16.983,1.3,84.915,101.89800000000001,0.0,1.1612200435729847,0.49673202614379086,0.5206971677559913,0.1533769063180828,0.008061002178649237,0.008061002178649237,0.0,0.0,0.6405228758169934,2.9411764705882355,0.008061002178649237,1.3398692810457518,0.012200435729847496,0.0,25.704,0.0,0.5403050108932462,0.03224400871459695,50.949000000000005,110.619,8.721,0.0,8.721,8.721,220.77899999999997,50.949000000000005,33.966,60.0,,45.9
2022-2023,Boubacar Traoré,MF,Wolves,eng Premier League,ml MLI,20,10,4,411,4.6,0.0,0.004408817635270541,0.004408817635270541,0.0,0.004408817635270541,0.0,0.0,21.457,0.0,0.0,0.0004008016032064128,0.0004008016032064128,0.0008016032064128256,0.0004008016032064128,0.17,0.0008016032064128256,0.008617234468937876,0.013026052104208418,0.0,0.0,0.0,0.0,29.3,0.0,0.02,-0.02,0.6492985971943888,0.6352705410821643,0.0,0.0,0.0,21.457,0.65,0.5150300601202404,79.2,8.503006012024048,2.687374749498998,0.24448897795591182,0.2865731462925852,84.8,0.2404809619238477,0.2745490981963928,87.3,0.026052104208416835,0.047895791583166335,54.5,0.004408817635270541,0.06973947895791584,0.004408817635270541,0.0,0.03486973947895792,0.0,0.004408817635270541,0.0,0.0,0.0,0.0,0.026052104208416835,0.026052104208416835,0.0,0.0,0.0,0.0,0.0,0.008617234468937876,0.008617234468937876,0.0,0.0,0.0,0.0,0.0,130.23899999999998,54.391000000000005,43.413,54.391000000000005,32.435,75.848,42.9,43.413,21.457,0.43,75.848,10.978,0.0,0.8056112224448898,0.22244488977955912,0.4627254509018036,0.11322645290581164,0.008617234468937876,0.03927855711422846,44.4,44.4,0.39278557114228463,2.3046092184368736,0.01743486973947896,1.1623246492985972,0.013026052104208418,0.0,32.435,32.435,0.45290581162324656,0.008617234468937876,108.28299999999999,21.457,0.0,0.0,0.0,0.0,292.913,75.848,86.826,46.7,Target Forward,49.9
2022-2023,Bertrand Traoré,"FW,MF",Aston Villa,eng Premier League,bf BFA,26,8,1,233,2.6,0.015618661257606492,0.0,0.015618661257606492,0.015618661257606492,0.015618661257606492,0.0,0.0,18.733999999999998,0.0,0.0,0.005476673427991887,0.005476673427991887,0.0008113590263691685,0.0008113590263691685,-0.04,0.006288032454361055,0.21906693711967548,0.07018255578093306,0.02332657200811359,33.3,0.004462474645030426,0.013590263691683572,16.4,0.0,0.08,0.5,0.5841784989858013,0.5618661257606491,0.015618661257606492,0.0,0.0,94.65599999999999,0.38,0.4604462474645031,78.7,6.7707910750507105,2.0121703853955375,0.2799188640973631,0.31237322515212984,90.0,0.14036511156186612,0.163894523326572,85.7,0.02332657200811359,0.03894523326572008,60.0,0.0077079107505071,0.0077079107505071,0.03894523326572008,0.02332657200811359,0.07018255578093306,0.015618661257606492,0.03894523326572008,0.0077079107505071,0.0077079107505071,0.0,0.0,0.031237322515212985,0.02332657200811359,0.0,0.0,0.0,0.0077079107505071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.733999999999998,18.733999999999998,18.733999999999998,0.0,0.0,75.922,25.0,94.65599999999999,0.0,1.92,37.961,0.0,0.0,0.8884381338742393,0.06247464503042597,0.3204868154158215,0.5152129817444219,0.10141987829614606,0.031237322515212985,25.0,75.0,0.6328600405679513,3.6044624746450302,0.07018255578093306,1.918864097363083,0.02332657200811359,0.03894523326572008,151.844,132.617,0.693711967545639,0.21906693711967548,37.961,151.844,56.69499999999999,0.0,0.0,0.0,151.844,37.961,75.922,33.3,Inverted Winger,49.3
2022-2023,Adama Traoré,"FW,MF",Wolves,eng Premier League,es ESP,26,34,12,"1,496",16.6,0.002404809619238477,0.0012024048096192384,0.0036072144288577155,0.002404809619238477,0.0036072144288577155,0.0,0.0,5.9879999999999995,0.0,0.0,0.0016032064128256513,0.0016032064128256513,0.004408817635270541,0.003807615230460922,-0.16,0.006212424849699399,0.1895791583166333,0.02284569138276553,0.008416833667334669,36.8,0.0022044088176352704,0.005811623246492986,15.0,0.0,0.07,0.04,0.5971943887775552,0.593186372745491,0.0012024048096192384,0.0,0.0036072144288577155,81.33699999999999,0.12,0.39278557114228463,65.8,5.825651302605211,1.4829659318637276,0.23847695390781565,0.31863727454909824,75.0,0.10260521042084168,0.15571142284569137,65.9,0.030260521042084168,0.05551102204408818,54.3,0.02905811623246493,0.020440881763527055,0.026653306613226454,0.016833667334669337,0.043486973947895795,0.0,0.09779559118236474,0.0,0.0,0.0,0.0,0.05430861723446894,0.04468937875751503,0.0,0.0036072144288577155,0.002404809619238477,0.0036072144288577155,0.0,0.004809619238476954,0.002404809619238477,0.0,0.0,0.002404809619238477,0.0,0.0,41.916,20.958,20.958,11.975999999999999,8.982,26.946,44.4,23.951999999999998,2.9939999999999998,0.42,8.982,50.897999999999996,0.0,0.8637274549098197,0.12304609218436874,0.3046092184368737,0.45691382765531063,0.06753507014028057,0.1340681362725451,50.5,30.6,0.5571142284569138,4.881763527054108,0.10260521042084168,2.5511022044088176,0.049498997995991986,0.030260521042084168,177.14499999999998,81.33699999999999,0.6713426853707415,0.1895791583166333,63.373,124.75,20.958,0.0,0.0,0.0,198.602,117.265,75.349,60.9,Inverted Winger,49.9
2022-2023,Yoann Touzghar,FW,Ajaccio,fr Ligue 1,tn TUN,35,11,5,447,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,0.0009259259259259259,0.0009259259259259259,0.0,0.0004629629629629629,0.0,0.0013888888888888887,0.1111111111111111,0.013888888888888888,0.0,0.0,0.0,0.0,11.1,0.0,0.08,-0.04,0.5185185185185185,0.4907407407407407,0.027777777777777776,0.0,0.0,77.76,0.0,0.37037037037037035,71.4,4.481481481481481,0.9074074074074074,0.27314814814814814,0.34259259259259256,79.7,0.06018518518518518,0.09259259259259259,65.0,0.009259259259259259,0.013888888888888888,66.7,0.004629629629629629,0.023148148148148147,0.0,0.0,0.032407407407407406,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.009259259259259259,0.004629629629629629,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92,17.28,0.0,17.28,8.64,8.64,0.0,0.0,0.0,0.0,0.0,8.64,0.0,0.662037037037037,0.05555555555555555,0.36574074074074076,0.24074074074074073,0.046296296296296294,0.027777777777777776,33.3,50.0,0.4305555555555556,2.25,0.013888888888888888,0.4259259259259259,0.013888888888888888,0.004629629629629629,86.4,34.56,0.46759259259259256,0.1111111111111111,43.2,51.84,25.92,0.0,0.0,0.0,86.4,77.76,172.8,31.0,Pressing Forward,43.2
2022-2023,Lucas Tousart,MF,Hertha BSC,de Bundesliga,fr FRA,25,33,33,"2,944",32.7,0.0035714285714285713,0.0014285714285714286,0.005,0.0035714285714285713,0.005,0.0,0.0,1.26,0.0,0.0,0.002619047619047619,0.002619047619047619,0.0014285714285714286,0.0014285714285714286,0.0,0.004047619047619048,0.05761904761904762,0.031190476190476192,0.011666666666666667,37.2,0.002857142857142857,0.007380952380952381,16.7,0.0,0.08,0.04,0.6452380952380953,0.6204761904761904,0.008809523809523809,0.006666666666666667,0.0007142857142857143,49.98,0.12,0.3857142857142857,59.9,6.135714285714285,2.354761904761905,0.1952380952380952,0.29285714285714287,66.7,0.14761904761904762,0.20523809523809522,69.9,0.02619047619047619,0.06833333333333333,38.3,0.013095238095238096,0.05238095238095238,0.006666666666666667,0.002142857142857143,0.06761904761904762,0.002142857142857143,0.020476190476190474,0.0,0.0,0.0,0.0,0.038571428571428576,0.029047619047619048,0.0,0.0014285714285714286,0.005,0.002142857142857143,0.0007142857142857143,0.005714285714285714,0.004285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.0,93.66,48.72,44.940000000000005,36.12,13.02,76.86,45.0,53.76,7.56,1.1,61.74,96.18,1.26,0.980952380952381,0.23976190476190476,0.5238095238095238,0.2154761904761905,0.05904761904761905,0.038571428571428576,43.4,45.3,0.3952380952380953,2.2738095238095237,0.026904761904761904,0.9761904761904762,0.011666666666666667,0.005,61.74,33.6,0.45952380952380956,0.05761904761904762,46.2,53.76,2.52,1.26,0.0,0.0,215.88,116.75999999999999,120.54,49.2,Ball Winning Midfielder,42.0
2022-2023,Souleymane Touré,DF,Auxerre,fr Ligue 1,fr FRA,19,19,18,"1,588",17.6,0.0013856812933025404,0.0,0.0013856812933025404,0.0013856812933025404,0.0013856812933025404,0.0,0.0,12.124,2.598,2.598,0.002078521939953811,0.002078521939953811,0.0004618937644341802,0.0004618937644341802,-0.02,0.002540415704387991,0.007852193995381063,0.010392609699769054,0.002540415704387991,25.0,0.003002309468822171,0.011547344110854504,8.0,0.0,0.19,-0.03,1.0254041570438799,1.0,0.02494226327944573,0.023556581986143188,0.0,22.083,0.06,0.8937644341801387,87.1,16.775981524249424,5.397228637413395,0.2933025404157044,0.34180138568129337,85.4,0.47113163972286376,0.4988452655889146,94.2,0.09976905311778292,0.13903002309468823,71.7,0.010392609699769054,0.05381062355658199,0.005311778290993072,0.0,0.059122401847575064,0.006466512702078523,0.003926096997690531,0.0,0.0,0.0,0.0,0.022401847575057737,0.019630484988452657,0.0,0.0013856812933025404,0.0013856812933025404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.445,32.041999999999994,46.764,22.083,2.598,49.361999999999995,80.0,78.806,29.444,1.14,64.08399999999999,137.694,2.598,1.2632794457274827,0.6251732101616628,0.5727482678983834,0.06558891454965358,0.022401847575057737,0.023556581986143188,44.4,38.9,0.8914549653579678,5.041570438799077,0.014549653579676676,2.521939953810624,0.009237875288683604,0.0,17.32,4.763,0.8060046189376444,0.007852193995381063,49.361999999999995,32.041999999999994,0.0,0.0,2.598,0.0,204.37599999999998,58.888,24.680999999999997,70.6,,43.3
2022-2023,Souleymane Touré,DF,Marseille,fr Ligue 1,fr FRA,19,5,0,68,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02204585537918871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8377425044091711,0.8165784832451498,0.02204585537918871,0.02204585537918871,0.0,0.0,0.0,0.7054673721340388,84.2,12.853615520282185,3.4832451499118164,0.2204585537918871,0.2874779541446208,76.9,0.4638447971781305,0.5079365079365079,91.3,0.02204585537918871,0.04409171075837742,50.0,0.0,0.06613756613756613,0.0,0.0,0.04409171075837742,0.0,0.0,0.0,0.0,0.0,0.0,0.02204585537918871,0.02204585537918871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.75,70.875,70.875,70.875,0.0,141.75,50.0,70.875,0.0,1.25,0.0,354.375,0.0,1.0811287477954143,0.5079365079365079,0.5520282186948854,0.04409171075837742,0.0,0.02204585537918871,0.0,100.0,0.6843033509700176,3.5502645502645502,0.02204585537918871,0.9929453262786595,0.0,0.0,70.875,0.0,0.6402116402116401,0.02204585537918871,141.75,0.0,0.0,0.0,0.0,0.0,354.375,70.875,0.0,100.0,,56.7
2022-2023,Mohamed Toure,"FW,MF",Reims,fr Ligue 1,au AUS,18,3,0,23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34291581108829566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4106776180698152,0.4106776180698152,0.0,0.0,0.0,0.0,0.0,0.2053388090349076,50.0,3.1478439425051334,1.0266940451745379,0.13696098562628337,0.2731006160164271,50.0,0.06837782340862422,0.06837782340862422,100.0,0.0,0.06837782340862422,0.0,0.06837782340862422,0.0,0.0,0.0,0.06837782340862422,0.0,0.0,0.0,0.0,0.0,0.0,0.13696098562628337,0.06837782340862422,0.0,0.06837782340862422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891170431211498,0.06837782340862422,0.13696098562628337,0.6837782340862422,0.4784394250513347,0.2731006160164271,50.0,50.0,0.6160164271047227,4.790554414784395,0.06837782340862422,1.5749486652977411,0.0,0.2053388090349076,324.829,0.0,0.6160164271047227,0.34291581108829566,162.17100000000002,0.0,162.17100000000002,0.0,0.0,0.0,162.17100000000002,162.17100000000002,647.71,20.0,Inverted Winger,48.7
2022-2023,Birama Touré,MF,Auxerre,fr Ligue 1,ml MLI,30,38,38,"3,4",37.8,0.0011547344110854505,0.0,0.0011547344110854505,0.0011547344110854505,0.0011547344110854505,0.0,0.0006928406466512702,3.464,0.0,0.0,0.0011547344110854505,0.0006928406466512702,0.0002309468822170901,0.0004618937644341802,-0.01,0.0006928406466512702,0.015242494226327946,0.015242494226327946,0.004387990762124712,28.0,0.0018475750577367207,0.006697459584295612,26.1,0.0,0.04,0.02,0.9399538106235568,0.9214780600461894,0.017090069284064667,0.014087759815242495,0.0006928406466512702,27.279,0.05,0.7551963048498846,80.4,14.581986143187068,4.484988452655889,0.28406466512702083,0.33256351039260973,85.5,0.3163972286374134,0.3648960739030023,86.4,0.12147806004618938,0.17782909930715937,68.4,0.003002309468822171,0.07390300230946883,0.006697459584295612,0.0,0.08429561200923788,0.015242494226327946,0.008545034642032334,0.0006928406466512702,0.0,0.0,0.0,0.020785219399538108,0.016397228637413396,0.0006928406466512702,0.0,0.0,0.0006928406466512702,0.003002309468822171,0.0006928406466512702,0.0006928406466512702,0.0,0.0,0.0,0.0,0.0,91.79599999999999,53.69199999999999,40.269,40.269,11.258,106.51799999999999,36.6,61.91899999999999,10.392,1.19,76.64099999999999,56.29,0.0,1.163972286374134,0.3140877598152425,0.7251732101616628,0.130715935334873,0.008545034642032334,0.014087759815242495,47.8,34.8,0.7829099307159354,3.697459584295612,0.006004618937644342,1.351039260969977,0.012933025404157045,0.0006928406466512702,44.599,17.32,0.6836027713625867,0.015242494226327946,57.156,25.113999999999997,0.0,0.0,1.299,0.0,277.12,64.08399999999999,68.847,48.3,Ball Winning Midfielder,43.3
